time,latitude,longitude,kd,no3,fe,si,o2,so,chl
2023-11-15,20.25,87.5,0.04986543633324685,0.6780634204761422,0.0008450793198634734,0.9419985168075488,5.369832261724624,25.31973,0.25717556
2023-11-15,20.25,87.75,0.05873661005512905,0.4472315205254126,0.0007694465500638092,0.9573237633245507,5.357965747290301,30.53987,0.34508848
2023-11-15,20.25,88.0,0.06615280498001246,0.1741479436427066,0.0007239088147758256,0.9846638913792961,5.348862133358707,32.661385,0.43860784
2023-11-15,20.25,88.25,0.06430505951252664,0.09829384243461183,0.000748714143601018,1.0281544517860186,5.343456731796392,32.93465,0.41766185
2023-11-15,20.25,88.5,0.04673041863499278,0.02243305586004942,0.0007736830700527149,1.0913496124998734,5.331872880026073,32.792347,0.22001654
2023-11-15,20.25,88.75,0.04224200311066392,0.016354476506198545,0.0007994050905904466,1.1446563683361732,5.329638401552699,32.775665,0.17690021
2023-11-15,20.25,89.0,0.04211312225600365,0.017168051022334815,0.0008046951459989141,1.1883973543132895,5.330051277253281,32.83945,0.17451
2023-11-15,20.25,89.25,0.0420874654740231,0.018236855055536724,0.0007941705330841492,1.182639509155168,5.330454250446343,32.906197,0.17466177
2023-11-15,20.25,89.5,0.06754547384550909,0.41565735689154965,0.0008154444847561188,1.1957637419844442,5.346756278559461,30.629932,0.45306873
2023-11-15,20.25,89.75,0.054500509071767914,1.6417675326058998,0.0011657088972972102,1.400691448894269,5.362266010617334,27.160084,0.30210942
2023-11-15,20.25,90.0,0.043248820195256055,2.2291245419872485,0.0016060891480564352,1.6326925550556746,5.374662060373772,25.04439,0.18858075
2023-11-15,20.25,90.25,0.04472990388595171,2.384455452570813,0.001803831117987964,1.7494055727783013,5.382298247887508,24.77781,0.20230892
2023-11-15,20.25,90.5,0.045730512968755736,2.5058057345784337,0.0020090203664489925,1.8579346191078743,5.380486212387117,23.500507,0.21124156
2023-11-15,20.25,90.75,0.0466852408480919,2.541023322129572,0.002100733214052576,1.905979022475302,5.38272275924161,22.94588,0.22184004
2023-11-15,20.25,91.0,0.0457763796607323,2.554349297888062,0.0021647525315959593,1.9098239023255017,5.386851778963506,22.815948,0.21683472
2023-11-15,20.5,87.0,0.09926143602711526,1.605053193588962,0.003421324787936114,1.575356917073157,5.3926043412383216,22.862211,0.913879
2023-11-15,20.5,87.25,0.04964448104159111,1.4992423489708122,0.0014011283610572735,1.05771244389538,5.375211646196407,24.328203,0.24424566
2023-11-15,20.5,87.5,0.04130420463826614,1.3508909149236765,0.0010807719555306812,0.9509452666535576,5.375035322585821,25.263891,0.17367117
2023-11-15,20.5,87.75,0.0469785336812434,1.2132224144841666,0.0011918426732704316,0.9351757225843624,5.380528951275634,27.475178,0.22466078
2023-11-15,20.5,88.0,0.054696177856660325,0.9215549316291856,0.001083280739491187,0.9387292546923973,5.376996652877271,31.445911,0.30439416
2023-11-15,20.5,88.25,0.05308499767815901,0.8532371450090971,0.0010112169477604187,0.9417443816315335,5.377018235897526,29.921818,0.2874463
2023-11-15,20.5,88.5,0.05729005467491368,0.48050362336280533,0.0008246988923656841,0.9987313990663351,5.3582470175164,31.67721,0.33156842
2023-11-15,20.5,88.75,0.056658139834884644,0.05440569135123579,0.0007487101465947457,1.0707025433178705,5.342743402700992,31.527441,0.32345068
2023-11-15,20.5,89.0,0.047975136886815636,0.029539835071377505,0.0007375322961797889,1.0836788038342773,5.3377332529614705,30.298447,0.23470342
2023-11-15,20.5,89.25,0.04807989293891213,0.05339219285827395,0.0007168399088690284,1.054768301970157,5.338104697989006,31.338097,0.23557355
2023-11-15,20.5,89.5,0.058396296236180756,0.4791396682572329,0.0007695031564898255,1.0995910761659713,5.3470470050763055,32.47011,0.34235695
2023-11-15,20.5,89.75,0.04539527758139339,1.727369114891019,0.00119624731079386,1.3810976566107966,5.362366236576067,26.95116,0.2094774
2023-11-15,20.5,90.0,0.040816806986799896,2.2247749995149673,0.001590260365442819,1.6070156611507065,5.374212191329321,24.241955,0.16834548
2023-11-15,20.5,90.25,0.04224595652496802,2.373977509934399,0.0017642246401176347,1.7205009080034421,5.38227126170009,23.10648,0.18044467
2023-11-15,20.5,90.5,0.042073725977456934,2.418327381074205,0.001853209346295401,1.7590850608556714,5.3826410515940095,22.774832,0.17897452
2023-11-15,20.5,90.75,0.04105528506589954,2.3954009828237015,0.0018886991842754811,1.6955803786967862,5.382933385289718,22.4621,0.16902679
2023-11-15,20.5,91.0,0.04102394596668896,2.4094413594586923,0.0020371093830252396,1.658911576297722,5.385848412652946,22.268738,0.16907407
2023-11-15,20.75,87.0,0.10216769954075475,1.6530975282960803,0.004231684779019801,1.713080373080253,5.404524863415989,20.17878,0.9521321
2023-11-15,20.75,87.25,0.04765801877271431,1.536550997563336,0.0016677352561452281,1.0444096082236543,5.3813763054347055,22.888254,0.23315087
2023-11-15,20.75,87.5,0.04069887494135081,1.4634264524409168,0.0013437896101766108,0.9732595121792459,5.38082158068882,23.176193,0.16866049
2023-11-15,20.75,87.75,0.045636558683515654,1.3562262111828298,0.00163602927397832,0.9526392087184807,5.39113412217053,25.764595,0.21041124
2023-11-15,20.75,88.0,0.05171989023260271,1.2265323924166451,0.0017894391982588072,0.9534751424005597,5.399307611469014,26.082403,0.27090028
2023-11-15,20.75,88.25,0.05261528002934419,1.232476438422837,0.0016607213386237167,0.953703542525352,5.401287542619123,26.145643,0.27776548
2023-11-15,20.75,88.5,0.05191144029599634,1.1591009953661504,0.001302916635363782,0.9637064280855964,5.391213680776147,29.074123,0.2770356
2023-11-15,20.75,88.75,0.051225415583836656,0.930858583570055,0.0009822867983181071,1.0040480239332898,5.374490736441493,28.912443,0.26473093
2023-11-15,20.75,89.0,0.04734554025020912,0.7728900894521639,0.0008348794911089417,1.0080418584829187,5.364484529478282,26.903467,0.22841232
2023-11-15,20.75,89.25,0.045150974152388786,0.6887570329486322,0.0007631785051860105,1.0098492693575147,5.355506068818175,27.181322,0.20316637
2023-11-15,20.75,89.5,0.04315785148098237,0.9202254606658564,0.0008193961732450401,1.0884000205123614,5.352508159130432,29.446146,0.18531638
2023-11-15,20.75,89.75,0.0402406995210493,1.8253011544929194,0.0012396694921600355,1.3673684658818175,5.362554279706494,28.971601,0.16046344
2023-11-15,20.75,90.0,0.03984832673958834,2.151513451393049,0.001541593234312684,1.5236927952172494,5.373893143092506,25.470007,0.16199657
2023-11-15,20.75,90.25,0.041662431654008146,2.282373099919128,0.0017331415421588095,1.606221384951512,5.381569641123759,23.024157,0.17451757
2023-11-15,20.75,90.5,0.04394025377251091,2.346413443892893,0.0019777411799654916,1.560758672112391,5.387406096844409,22.6299,0.1964772
2023-11-15,20.75,90.75,0.04821107653054601,2.4426850651872094,0.002391541982382928,1.530253223224088,5.398265999349769,22.481209,0.23558465
2023-11-15,20.75,91.0,0.05693642170151706,2.690272645962601,0.0027545789614833913,1.9842816005891102,5.412173903588227,22.483019,0.3255968
2023-11-15,21.0,87.0,0.10578057342120963,1.564222489257808,0.00396815445086266,1.6539038835996438,5.400525654151272,20.60451,1.0092516
2023-11-15,21.0,87.25,0.05529170517850762,1.4945524896398248,0.002391509759536919,1.1366722322351204,5.389999153507449,23.00953,0.31107295
2023-11-15,21.0,87.5,0.05179213944366365,1.380913460003105,0.002041574867083385,1.0389748044709777,5.396424540206514,22.076763,0.27394226
2023-11-15,21.0,87.75,0.07321683663895932,1.1584818019324155,0.002531852155639734,1.0881874045656912,5.410558853926634,22.204046,0.5127025
2023-11-15,21.0,88.0,0.08274681750159237,1.0492131290986169,0.0024951819427810737,1.0417239324769585,5.418274570320439,23.411003,0.65880793
2023-11-15,21.0,88.25,0.08196511097934103,1.0811107937348554,0.0022011721421170425,1.0122659268704888,5.421008648144894,23.742285,0.6507537
2023-11-15,21.0,88.5,0.07661345295657777,1.262665292538519,0.0018772016539501484,1.015762567237323,5.4152080041356845,23.473824,0.57817924
2023-11-15,21.0,88.75,0.06622825211276308,1.2979370241869772,0.0015832521945292803,1.0846817747179993,5.4027090480375675,25.512636,0.441777
2023-11-15,21.0,89.0,0.05947293016825237,1.2762291010434912,0.0012727668884810353,1.0579880870855416,5.390750821635615,27.499285,0.35054594
2023-11-15,21.0,89.25,0.056288180796988906,1.2646127389663053,0.001091536357378972,1.08156500592134,5.380674102484121,27.856125,0.31813538
2023-11-15,21.0,89.5,0.05322300080591254,1.3902693005702278,0.0010042490730570008,1.142246325688171,5.366804129983912,28.965637,0.2887647
2023-11-15,21.0,89.75,0.05437056188943674,1.6035483630362348,0.0012148491718298254,1.2267931384670876,5.3758550932209435,27.550064,0.2998459
2023-11-15,21.0,90.0,0.059483131034243415,1.9451595245500717,0.0018190120939186969,1.3130831406103507,5.3950915196748355,26.392618,0.35435474
2023-11-15,21.0,90.25,0.0730052458030163,2.3498877704510726,0.0027630971287928023,1.3666239100880435,5.416792029641681,24.900417,0.53497195
2023-11-15,21.0,90.5,0.07327736658211512,2.5622281969216862,0.0033054586473165106,1.4978550111589781,5.429568981202452,24.099745,0.5301131
2023-11-15,21.0,90.75,0.0835577626230798,2.9097793725445973,0.003720347915490182,2.377670116249277,5.450022358116378,20.927607,0.6663249
2023-11-15,21.0,91.0,0.10915269225855287,3.237580123732275,0.0037340666873737437,3.3047790247229707,5.465640126653185,19.120787,1.0559851
2023-11-15,21.25,87.0,0.07599352694888999,1.2649422137551136,0.004705492485220562,1.584509033935137,5.393620046324236,18.331135,0.55903465
2023-11-15,21.25,87.25,0.0679142475812806,1.341937219072394,0.0033672982823155346,1.3256936765169585,5.401563879275419,21.639038,0.4581985
2023-11-15,21.25,87.5,0.07539525111167028,1.2771752351722867,0.0030383737639818166,1.2059917049738376,5.411383740668755,20.969458,0.5497166
2023-11-15,21.25,87.75,0.12283423904367095,0.890576948065888,0.0036402707671641175,1.4712185197172425,5.428271060584525,14.241979,1.3181503
2023-11-15,21.25,88.0,0.11276269123400143,0.7030969668585096,0.00304423560918734,1.5330900304774555,5.434968126383904,14.857397,1.1170199
2023-11-15,21.25,88.25,0.11940493744008836,0.7516292735055919,0.0025930295910488077,1.5805590020137223,5.436325380385053,14.9230795,1.2452879
2023-11-15,21.25,88.5,0.12285332443476248,1.251097954557224,0.002299247204139275,1.374005562180274,5.434655628725965,13.829404,1.2873801
2023-11-15,21.25,88.75,0.06932251581495598,1.5339189206448407,0.0026447929497299275,1.374487458152778,5.400355002551132,21.233746,0.46955886
2023-11-15,21.25,89.0,0.06755652176373277,1.4551417186868718,0.0018978485456205016,1.3157205441683928,5.39959421035654,25.242043,0.44731668
2023-11-15,21.25,89.25,0.06452769607898043,1.459215470301746,0.0016711541437345106,1.2550693638624548,5.399043128307955,24.452303,0.40894255
2023-11-15,21.25,89.5,0.06216272303793826,1.5074343115832476,0.0013759010139300382,1.2399928045042115,5.392086541432129,26.67917,0.38941646
2023-11-15,21.25,89.75,0.06989397070840812,1.63673053718353,0.0018408043795266349,1.4200638007358248,5.400916869114754,26.208267,0.48946238
2023-11-15,21.25,90.0,0.10484750008783889,2.3697726959639054,0.004141629898325551,1.8108714332346436,5.429877461190813,23.446169,0.9953875
2023-11-15,21.25,90.25,0.1499740641840849,2.7576499422376624,0.005080730900116356,1.8915959806294318,5.485670908309849,21.662418,1.8785384
2023-11-15,21.25,90.5,0.13072726974423618,3.2387666443537664,0.00487430027362152,2.9714814346172678,5.511453732592897,11.454914,1.4335897
2023-11-15,21.25,90.75,0.16425641020359769,3.4708433998023853,0.0047883153981781845,3.7177286114131767,5.538604522893956,10.528458,2.1687026
2023-11-15,21.25,91.0,0.18920128708564574,3.5994758361781147,0.004942318896472252,3.9873820232692,5.550662763198371,11.882747,2.7581246
2023-11-15,21.5,87.25,0.08434310615242278,1.2620460612359894,0.00556082491389664,1.6880204160668957,5.402455014808214,17.791664,0.67811066
2023-11-15,21.5,87.5,0.11549053878121292,1.5851380477081884,0.004892409025888694,1.642167991536987,5.42119239376064,18.894157,1.1678582
2023-11-15,21.5,87.75,0.12559369731099848,1.3783551286520295,0.004661122072856206,1.6708182016032056,5.4324734515116635,15.34969,1.3406993
2023-11-15,21.5,88.0,0.12221290704936641,0.972300524078547,0.004514077902543353,1.8506616673476217,5.446876930892985,8.305381,1.3142668
2023-11-15,21.5,88.25,0.12722232726036645,0.5560529342174587,0.0035850485271249994,1.9812549126090737,5.439471990865257,6.675181,1.3502223
2023-11-15,21.5,88.5,0.1417327902822663,0.6622485982137222,0.004215685497856897,1.724895864956158,5.42861013924994,8.109342,1.6811247
2023-11-15,21.5,88.75,0.11828792151339972,1.4245658258024423,0.0034116435203993233,1.382480974394253,5.3921211850869755,24.36379,1.2107383
2023-11-15,21.5,89.0,0.07164408856966897,1.5925921560831444,0.0031153502531823004,1.7725538836669832,5.363387387039799,24.680828,0.49584168
2023-11-15,21.5,89.25,0.0661591322377245,1.5260240855847538,0.00300357913666638,1.6130997995340743,5.381361350498185,21.681211,0.4301795
2023-11-15,21.5,89.5,0.0697153227228671,1.6590776584637816,0.0026760032074722158,1.824666220698496,5.3801145188984485,20.204687,0.47255355
2023-11-15,21.5,89.75,0.10757241310804887,1.8070691096616673,0.0026931639760601213,2.1207506735294333,5.384628402522805,21.927397,1.0548743
2023-11-15,21.5,90.0,0.15006753512610704,1.8492058693737443,0.0028586757900500945,1.9654822175619726,5.4399595401800305,18.829027,1.8469006
2023-11-15,21.5,90.25,0.331625172849857,2.7480160852645477,0.0058079670589972375,3.1567766939974007,5.560199707216598,16.522879,7.4113293
2023-11-15,21.5,90.5,0.32581385158540577,3.316650456324456,0.007031178230426002,3.386003300684324,5.649416534699867,12.532771,7.3210096
2023-11-15,21.5,90.75,0.3033631811822456,3.640883611887284,0.007216557497612519,4.086657425079589,5.667993971392827,7.3548875,6.3616962
2023-11-15,21.5,91.0,0.3208237930289131,3.7880540664619593,0.006989957824213666,4.370229445677632,5.6773995868552065,5.4099507,7.002708
2023-11-15,21.75,88.0,0.10867913394764277,1.1587439262426813,0.0055725305705742155,1.95474224529904,5.417761821283086,5.143328,1.0761501
2023-11-15,21.75,89.75,0.0689653784423545,1.8887526864754165,0.005099377744696548,1.943149126652817,5.3582100028813935,15.769114,0.47413158
2023-11-15,21.75,90.0,0.10881136362707486,1.8429252221492052,0.004419129946038045,2.106662990651822,5.397448419329637,11.668443,1.062616
2023-11-15,21.75,90.25,0.26680190356612804,2.352095949783105,0.005763678050083059,2.5070641003494836,5.524205547916932,12.226103,5.0631657
2023-11-15,21.75,90.5,0.30403906447652157,2.7983319412864525,0.006900127272696707,2.925185928193945,5.625157578079998,11.53478,6.4960465
2023-11-15,21.75,90.75,0.32323417746455263,3.215014379073315,0.007924045659854958,3.318418960334092,5.670517065426588,7.762227,6.961557
2023-11-15,21.75,91.0,0.32740126951438825,3.662418351792034,0.008249637473868126,3.8592527682657956,5.712388007284001,3.5643265,7.420731
2023-11-15,22.0,90.5,0.26814087842894474,2.804078789455972,0.007559495875647072,3.0487225098209025,5.598556024085323,7.169871,5.1636405
2023-11-15,22.0,90.75,0.331510425743424,3.25217720714492,0.009192718194585245,3.3225743962614045,5.709490552538451,5.8659663,7.196582
2023-11-15,22.25,91.0,0.38384771351748614,3.8110831486879526,0.010771536146039554,3.8604785216004327,5.907036466895773,0.8294748,10.164919
2023-11-15,22.5,91.0,0.3890245395533629,3.7631666459211424,0.006807436735486019,3.817736809173672,5.77822565728728,0.4939217,11.429169
2023-11-16,20.0,87.0,0.06614963197623558,0.9081286727096208,0.001040009402689984,0.9599976362374124,5.369648748253978,26.161259,0.43317544
2023-11-16,20.0,87.25,0.0587044566551684,0.3999977761160781,0.0007444385768299454,0.91786245606832,5.359840079077898,29.327744,0.34561795
2023-11-16,20.0,87.5,0.05695442475781266,0.05064287255912563,0.0006327205901040145,0.9091144840920656,5.341602788338259,32.628498,0.32703394
2023-11-16,20.0,87.75,0.054075624813913266,0.0342869042178523,0.0006364901371700216,0.9198888907295163,5.33044485717425,32.279133,0.29094902
2023-11-16,20.0,88.0,0.05098319581195676,0.028767538789734152,0.00068922193198834,0.97877143716028,5.324453960485602,32.222298,0.26778105
2023-11-16,20.0,88.25,0.04542004406974412,0.023296766655428788,0.000764904016320538,1.0530229763024705,5.321339120616791,32.169994,0.21036427
2023-11-16,20.0,88.5,0.04272143711646356,0.022789096687098633,0.0008164723457220521,1.1244147566857492,5.321387346308346,32.23786,0.18589403
2023-11-16,20.0,88.75,0.04308489909930519,0.024550493223600013,0.0008259169366891243,1.1852372854669708,5.322622343041633,32.40429,0.18737917
2023-11-16,20.0,89.0,0.044438322915304675,0.026913772280488114,0.0008118094934866112,1.2319188601889286,5.324035794273521,32.818237,0.19966415
2023-11-16,20.0,89.25,0.04623392357809917,0.03463001121792403,0.0007828085254411662,1.2587712823733175,5.325371578609816,32.961246,0.21907842
2023-11-16,20.0,89.5,0.04598173374173086,0.03602537117358343,0.000777859988461126,1.254932755660864,5.3277268372518325,32.71276,0.21822222
2023-11-16,20.0,89.75,0.05942714559847783,0.3095388385595215,0.0007962234000013782,1.2657085826968584,5.337412494892799,30.670975,0.35759872
2023-11-16,20.0,90.0,0.05491481490864745,1.14312012213071,0.0009623559369452859,1.333800082681723,5.350765783524534,28.768192,0.3054818
2023-11-16,20.0,90.25,0.05361507222419496,1.604936656966835,0.001152465556384141,1.4439014465139246,5.3604381861491825,27.985346,0.28965247
2023-11-16,20.0,90.5,0.0526200939496001,1.811681370456568,0.0013053514579573079,1.5512902541590645,5.358942835422936,28.479053,0.28429848
2023-11-16,20.0,90.75,0.052770941778719334,2.0580705884532136,0.0015460119074853956,1.7048500506768505,5.362989691233514,28.87956,0.28247857
2023-11-16,20.0,91.0,0.05302641381806494,2.2571298816823333,0.001803477656086355,1.80691011635325,5.368896745532829,26.496027,0.28099057
2023-11-16,20.25,87.0,0.08347416977516468,1.3735063165128525,0.0019818334700761183,1.223452438288914,5.378610858157268,24.878386,0.64697343
2023-11-16,20.25,87.25,0.05650409987880488,1.1663999630856323,0.0010729965332705448,0.9701495145805173,5.372144334938184,25.199224,0.32630885
2023-11-16,20.25,87.5,0.052980306581931966,0.6432794485227391,0.0008105535127283098,0.9319783551230393,5.363841074105059,27.012186,0.28378013
2023-11-16,20.25,87.75,0.06307597244695484,0.201067490365004,0.0006770921213849179,0.9344975767827111,5.347398583595566,31.85135,0.3903452
2023-11-16,20.25,88.0,0.05673870021695186,0.04535607442714976,0.0006750123279093127,0.9629589892479711,5.332277633166629,32.42466,0.3243048
2023-11-16,20.25,88.25,0.05159873073711926,0.033445496531674564,0.0007201137158694224,1.0198072924913641,5.3249663081806915,32.39521,0.27114153
2023-11-16,20.25,88.5,0.047108970803108094,0.027807536661045653,0.0007631188507286065,1.0749484966602998,5.32374965672899,32.424603,0.22330862
2023-11-16,20.25,88.75,0.04477115016987981,0.0286321128033144,0.0007815279274760344,1.1232773236424498,5.324091881475832,32.715523,0.20685484
2023-11-16,20.25,89.0,0.04437861328679454,0.026941005985332528,0.0007924631181425751,1.1803133743185774,5.324574754239037,32.903236,0.19713463
2023-11-16,20.25,89.25,0.043435280910959696,0.02730293541437688,0.0007834547491647088,1.1944078052229523,5.324907348725475,32.905796,0.19394232
2023-11-16,20.25,89.5,0.05521808456246724,0.07663925325685053,0.0007777329273272697,1.1953291453051742,5.333375437530709,31.884146,0.3097708
2023-11-16,20.25,89.75,0.06098005040891437,0.8353488400556981,0.0008831224325672325,1.2713116446572321,5.348255443042514,28.824778,0.3771056
2023-11-16,20.25,90.0,0.05061867048000577,1.7927278335452823,0.0012511101352237607,1.470854924818587,5.3654109956153615,27.068155,0.25924027
2023-11-16,20.25,90.25,0.05167620791680688,2.084725991845456,0.0014928518419853498,1.6332686903369897,5.376386173514599,26.908493,0.2714599
2023-11-16,20.25,90.5,0.05111085024563016,2.2794017234232493,0.0017424135155236214,1.7554558970785985,5.371890963806066,26.26976,0.26607025
2023-11-16,20.25,90.75,0.05136805759271246,2.363008471032898,0.0018796459581958277,1.8116614870096734,5.374797643987669,24.389288,0.26605108
2023-11-16,20.25,91.0,0.04946666195985993,2.40864429451405,0.001960601364450826,1.7977500398754502,5.38080970220078,22.980812,0.24718846
2023-11-16,20.5,87.0,0.09358076158598418,1.59797848326465,0.003109187762388022,1.5003088603099253,5.387197829041911,22.42493,0.7962128
2023-11-16,20.5,87.25,0.04943411869096827,1.4319244183592628,0.0013221097276377664,1.0001856778332099,5.375422656539058,24.37369,0.24920782
2023-11-16,20.5,87.5,0.045281719626391374,1.2476150262636783,0.001088522744097489,0.9408848030241125,5.373359948246734,25.89854,0.20803162
2023-11-16,20.5,87.75,0.053673614975375115,0.9200715754687708,0.000972215844981157,0.9324174741205548,5.365059801033448,29.32918,0.29129168
2023-11-16,20.5,88.0,0.06054638628552727,0.32654949003045275,0.0007502570867538537,0.9528369872359586,5.346799530909444,31.716555,0.36862546
2023-11-16,20.5,88.25,0.06098980689295307,0.3525025897621936,0.0007911611994258822,0.9726636550748674,5.345736066881204,31.632725,0.37419853
2023-11-16,20.5,88.5,0.0618971351219588,0.23291622678363422,0.0007807285521346252,1.0131168892762816,5.3431990931928075,31.735876,0.38411278
2023-11-16,20.5,88.75,0.05374249823766862,0.08291330049976957,0.000753527586765249,1.0798518401149566,5.331716648774201,32.631123,0.29740056
2023-11-16,20.5,89.0,0.04751339230014858,0.03439156483295538,0.0007494631523168922,1.1089329799722827,5.329287114684685,32.738388,0.22583418
2023-11-16,20.5,89.25,0.04796376374702778,0.04346491492726991,0.0007296005068086439,1.0780760903745061,5.330187137220563,32.14616,0.23420441
2023-11-16,20.5,89.5,0.05943338740189995,0.1639478645835816,0.0007379053808466551,1.0962033227716137,5.335587524759138,32.20862,0.3535707
2023-11-16,20.5,89.75,0.05451760719972577,1.065301838119799,0.0009154163785464866,1.2432008828367083,5.349049453488143,28.602116,0.30223906
2023-11-16,20.5,90.0,0.04699957535501947,1.8940782886144663,0.0013073509442191697,1.48402143606056,5.36576131907913,25.7324,0.22457159
2023-11-16,20.5,90.25,0.049696810184551056,2.183571181370551,0.0015726433479496809,1.6620280855108303,5.378365258823518,25.060848,0.25003642
2023-11-16,20.5,90.5,0.0492701822756379,2.3205398375354656,0.0017664675770605758,1.7599484205826363,5.37936887290534,23.720778,0.2472745
2023-11-16,20.5,90.75,0.047409560145561275,2.35723235653359,0.001825707880659747,1.7585563632375618,5.38024660130212,22.7627,0.22776163
2023-11-16,20.5,91.0,0.04529921503371121,2.347299820986442,0.0019454281269637584,1.644316133679415,5.384413453954592,22.2616,0.20712925
2023-11-16,20.75,87.0,0.09455393028336348,1.661136224790799,0.004171261778702778,1.6497899853584954,5.39896355721779,20.249414,0.8307725
2023-11-16,20.75,87.25,0.05455351174873462,1.477799059255085,0.0018696779623450113,1.0654838863113145,5.383373975890347,23.041842,0.30090374
2023-11-16,20.75,87.5,0.048546856477277814,1.359288873394712,0.0015690957251816213,0.9895998536032541,5.383735324719911,24.31293,0.23927535
2023-11-16,20.75,87.75,0.050838417446719755,1.2066389968736702,0.001444253763264967,0.9438986226160648,5.3771539163362885,27.322195,0.26306048
2023-11-16,20.75,88.0,0.05560822068896104,1.0108737746511436,0.0012790730372046798,0.9371705435048017,5.372572667134106,29.583876,0.30937928
2023-11-16,20.75,88.25,0.056488697129767895,1.0625961580177596,0.0013565725392507934,0.9311676004565818,5.376696984361653,27.944674,0.3206826
2023-11-16,20.75,88.5,0.059311260911921806,0.8962566633975314,0.001111238745459264,0.9425348427074632,5.369674075302294,29.720085,0.3466496
2023-11-16,20.75,88.75,0.06258824558594143,0.5349405866220455,0.0008692040327014385,0.9993908900096442,5.356813041411322,30.469282,0.3896698
2023-11-16,20.75,89.0,0.05570150194792425,0.4910469387831915,0.000814596725978633,1.0067624615982156,5.353604333100177,29.031422,0.31486362
2023-11-16,20.75,89.25,0.04943159269587808,0.5096772085896423,0.0007673182360512752,0.9889904471852329,5.354114401354146,27.52952,0.24609359
2023-11-16,20.75,89.5,0.04797760556165524,0.5821926586952035,0.0007600854618440865,1.0347043242434184,5.345026557469975,29.598736,0.23417304
2023-11-16,20.75,89.75,0.044733618932553856,1.440952513019423,0.0010126295176246833,1.251593885383938,5.349887615080247,29.277267,0.20283951
2023-11-16,20.75,90.0,0.04342348067886956,1.8970524426049526,0.0013051249537922235,1.4305294045566554,5.363671914020535,25.767982,0.1901199
2023-11-16,20.75,90.25,0.044703759512589446,2.1272625816381585,0.0014925313207819109,1.5914474501745703,5.3740385189693685,24.036076,0.20219238
2023-11-16,20.75,90.5,0.04499681661058489,2.254198202498854,0.0016245267415980192,1.6841041001850727,5.3780657232122575,23.203844,0.20635521
2023-11-16,20.75,90.75,0.04540866285655779,2.272429138492575,0.0017425214273268986,1.6153712751719076,5.380948966300499,22.7528,0.20486167
2023-11-16,20.75,91.0,0.05481273204489002,2.4270734200757342,0.002326108410932927,1.675479366102557,5.3996300407384075,22.487568,0.30490837
2023-11-16,21.0,87.0,0.09495011135109545,1.5318269473431458,0.004130513173114951,1.6400264755520084,5.400536352765596,20.391203,0.8439775
